,动画,番剧,国创,音乐,舞蹈,游戏,娱乐,生活,鬼畜,影视,放映厅,时尚,广告,科技,数码
2012年12月21日,48895,8794,399,51013,5897,66928,48,40178,8522,757,765,0,41,2109,500
2012年12月22日,49019,8802,399,51135,5909,67076,48,40232,8542,759,767,0,41,2114,501
2012年12月23日,49164,8812,399,51281,5915,67221,48,40278,8561,761,768,0,41,2126,503
2012年12月24日,49312,8824,401,51417,5933,67336,48,40330,8579,761,770,0,41,2130,506
2012年12月25日,49430,8833,401,51527,5947,67467,48,40370,8594,764,771,0,41,2135,506
2012年12月26日,49507,8842,401,51600,5953,67583,48,40394,8609,765,773,0,41,2142,508
2012年12月27日,49592,8844,401,51672,5962,67690,48,40432,8612,765,774,0,41,2148,509
2012年12月28日,49725,8853,403,51814,5967,67830,48,40479,8627,769,775,0,41,2154,514
2012年12月29日,49956,8859,403,51936,5975,67985,48,40537,8634,770,776,0,41,2160,517
2012年12月30日,50087,8875,404,52061,5990,68130,48,40585,8653,770,778,0,41,2172,518
2012年12月31日,50225,8889,404,52194,6000,68302,48,40643,8674,770,780,0,41,2186,520
2013年01月01日,50362,8902,405,52332,6014,68481,48,40694,8694,775,781,0,41,2198,521
2013年01月02日,50505,8912,407,52469,6027,68623,48,40750,8711,775,782,0,41,2206,521
2013年01月03日,50653,8927,407,52562,6036,68801,48,40827,8747,776,784,0,41,2222,524
2013年01月04日,50779,8935,407,52661,6049,68952,48,40865,8762,781,785,0,41,2228,527
2013年01月05日,50889,8944,408,52773,6058,69103,48,40906,8778,783,787,0,41,2240,530
2013年01月06日,51037,8951,409,52883,6065,69236,49,40958,8789,785,788,0,41,2249,530
2013年01月07日,51139,8963,409,52976,6076,69375,50,41009,8815,786,794,0,41,2255,531
2013年01月08日,51235,8977,411,53066,6099,69526,50,41064,8833,788,797,0,41,2263,537
2013年01月09日,51307,8983,412,53166,6109,69681,51,41128,8859,789,799,0,41,2269,539
2013年01月10日,51387,8993,412,53252,6119,69835,51,41214,8883,791,800,0,41,2272,540
2013年01月11日,51470,9009,412,53358,6131,69975,51,41254,8903,794,800,0,41,2278,540
2013年01月12日,51569,9029,414,53469,6145,70133,51,41306,8918,796,801,0,41,2288,545
2013年01月13日,51671,9045,414,53601,6159,70282,51,41370,8937,797,801,0,41,2303,548
2013年01月14日,51752,9056,416,53695,6169,70451,51,41427,8951,797,803,0,41,2307,553
2013年01月15日,51835,9065,417,53799,6184,70611,51,41495,8966,798,806,0,41,2313,557
2013年01月16日,51917,9083,418,53902,6192,70789,51,41566,8985,801,807,0,41,2314,557
2013年01月17日,51997,9094,419,53998,6200,70998,51,41610,9007,804,810,0,41,2319,559
2013年01月18日,52096,9110,419,54089,6210,71168,51,41690,9051,811,816,0,41,2329,560
2013年01月19日,52211,9125,419,54199,6213,71374,51,41740,9083,811,817,0,41,2338,560
2013年01月20日,52321,9143,420,54329,6226,71572,51,41802,9120,814,818,0,41,2353,561
2013年01月21日,52404,9155,420,54447,6233,71781,51,41871,9134,814,819,0,41,2355,563
2013年01月22日,52487,9166,421,54576,6239,71960,51,41940,9154,822,822,0,41,2364,565
2013年01月23日,52592,9176,421,54701,6246,72148,51,41992,9174,828,825,0,41,2369,567
2013年01月24日,52714,9191,423,54809,6261,72351,51,42043,9183,834,827,0,41,2375,567
2013年01月25日,52810,9211,423,54925,6269,72539,51,42101,9201,839,832,0,41,2387,568
2013年01月26日,52904,9234,423,55054,6279,72702,51,42154,9213,842,833,0,41,2395,568
2013年01月27日,53015,9247,424,55217,6286,72892,51,42226,9221,845,838,0,41,2408,571
2013年01月28日,53107,9265,425,55328,6296,73076,51,42285,9235,846,844,0,41,2421,576
2013年01月29日,53207,9280,426,55448,6303,73272,51,42345,9270,850,849,0,41,2428,578
2013年01月30日,53324,9290,427,55579,6307,73480,51,42417,9291,851,857,0,41,2441,578
2013年01月31日,53448,9307,428,55704,6317,73684,51,42479,9304,853,866,0,42,2448,578
2013年02月01日,53568,9323,429,55838,6331,73882,51,42543,9323,856,874,0,42,2464,578
2013年02月02日,53703,9340,431,56004,6340,74073,51,42625,9343,857,883,0,42,2471,578
2013年02月03日,53810,9355,432,56150,6346,74247,51,42683,9368,864,889,0,42,2480,580
2013年02月04日,53914,9368,434,56315,6356,74451,51,42752,9384,869,899,0,42,2492,581
2013年02月05日,54030,9379,435,56506,6366,74671,51,42822,9406,871,908,0,42,2499,586
2013年02月06日,54158,9387,436,56671,6377,74905,52,42889,9427,875,912,0,42,2506,589
2013年02月07日,54272,9400,436,56870,6396,75131,52,42966,9444,880,926,0,42,2521,592
2013年02月08日,54405,9421,436,57041,6411,75375,52,43036,9470,881,935,0,42,2532,593
2013年02月09日,54534,9455,436,57200,6422,75561,52,43112,9482,881,938,0,43,2543,593
2013年02月10日,54640,9470,436,57284,6430,75706,52,43161,9495,884,939,0,46,2549,594
2013年02月11日,54757,9480,438,57416,6451,75870,52,43229,9510,887,940,0,46,2558,596
2013年02月12日,54877,9495,439,57566,6460,76078,52,43295,9520,889,940,0,46,2563,600
2013年02月13日,55002,9507,439,57698,6473,76266,52,43373,9548,894,940,0,46,2571,600
2013年02月14日,55168,9518,441,57906,6496,76487,52,43445,9565,897,941,0,46,2580,603
2013年02月15日,55359,9533,444,58093,6510,76708,52,43526,9590,900,944,0,46,2582,604
2013年02月16日,55552,9567,444,58261,6523,76981,52,43604,9614,903,948,0,46,2591,606
2013年02月17日,55727,9590,445,58409,6553,77284,52,43680,9626,903,957,0,46,2606,608
2013年02月18日,55895,9602,445,58579,6562,77558,52,43759,9642,909,961,0,46,2613,610
2013年02月19日,56075,9616,445,58706,6573,77801,52,43847,9652,911,965,0,46,2625,613
2013年02月20日,56196,9624,446,58842,6585,78117,52,43924,9667,912,967,0,46,2636,620
2013年02月21日,56329,9635,446,58965,6592,78379,52,44011,9686,914,971,0,47,2643,624
2013年02月22日,56447,9652,446,59097,6603,78642,52,44093,9700,914,973,0,47,2651,626
2013年02月23日,56571,9676,446,59279,6615,78874,52,44174,9716,918,973,0,48,2661,629
2013年02月24日,56694,9687,446,59434,6620,79137,52,44274,9733,921,976,0,48,2672,631
2013年02月25日,56810,9704,446,59561,6639,79342,52,44357,9748,922,978,0,48,2675,636
2013年02月26日,56916,9713,448,59672,6651,79549,53,44438,9771,923,981,0,48,2682,642
2013年02月27日,57003,9721,449,59757,6666,79776,53,44502,9790,926,982,0,48,2686,642
2013年02月28日,57108,9733,449,59880,6677,79969,53,44552,9805,926,982,0,48,2696,643
2013年03月01日,57187,9749,451,60007,6691,80169,53,44636,9825,929,984,0,48,2702,647
2013年03月02日,57284,9770,451,60147,6704,80385,53,44723,9855,931,988,0,48,2713,651
2013年03月03日,57393,9786,451,60302,6711,80596,53,44810,9875,932,991,0,48,2716,654
2013年03月04日,57534,9792,451,60385,6718,80792,53,44876,9893,933,992,0,48,2728,654
2013年03月05日,57633,9814,451,60466,6727,80966,53,44976,9907,933,996,0,48,2741,656
2013年03月06日,57750,9823,451,60556,6732,81157,54,45058,9921,933,998,0,48,2752,658
2013年03月07日,57839,9830,451,60661,6746,81331,54,45107,9936,933,1000,0,48,2760,660
2013年03月08日,57954,9847,451,60793,6758,81538,54,45174,9950,938,1005,0,48,2775,664
2013年03月09日,58088,9866,451,60967,6769,81753,55,45300,9967,938,1010,0,48,2790,667
2013年03月10日,58246,9879,451,61147,6773,81955,55,45376,9993,939,1015,0,48,2801,669
2013年03月11日,58328,9898,453,61257,6782,82090,55,45430,10002,940,1021,0,49,2810,671
2013年03月12日,58404,9912,455,61378,6787,82245,55,45483,10012,941,1023,0,49,2815,673
2013年03月13日,58495,9919,456,61483,6794,82458,55,45537,10017,941,1026,0,49,2818,676
2013年03月14日,58632,9930,456,61610,6813,82661,55,45605,10026,942,1030,0,49,2822,678
2013年03月15日,58749,9946,456,61728,6824,82855,55,45666,10039,942,1032,0,49,2837,682
2013年03月16日,58895,9966,456,61878,6838,83073,55,45733,10059,943,1044,0,49,2860,688
2013年03月17日,59020,9979,456,62059,6850,83285,55,45843,10085,944,1045,0,49,2871,691
2013年03月18日,59173,9991,456,62184,6860,83494,55,45901,10093,945,1048,0,49,2878,693
2013年03月19日,59273,10010,457,62304,6871,83704,55,45964,10102,945,1052,0,49,2884,698
2013年03月20日,59394,10019,458,62444,6879,83903,55,46039,10116,946,1056,0,49,2892,699
2013年03月21日,59496,10033,462,62554,6886,84089,55,46118,10130,946,1059,0,49,2897,700
2013年03月22日,59620,10049,464,62668,6899,84308,55,46184,10150,946,1061,0,49,2899,702
2013年03月23日,59763,10061,465,62827,6912,84533,55,46251,10165,946,1061,0,49,2915,704
2013年03月24日,59903,10077,465,62987,6921,84783,55,46330,10195,946,1063,0,49,2927,707
2013年03月25日,59985,10090,466,63082,6933,84974,55,46387,10204,946,1066,0,49,2939,709
2013年03月26日,60083,10110,467,63173,6943,85139,55,46440,10214,946,1067,0,49,2944,711
2013年03月27日,60219,10121,468,63301,6953,85332,55,46517,10226,947,1067,0,49,2952,714
2013年03月28日,60379,10135,468,63400,6964,85502,55,46590,10239,947,1071,0,49,2959,716
2013年03月29日,60537,10158,470,63522,6972,85714,55,46662,10259,947,1072,0,49,2966,719
2013年03月30日,60734,10186,472,63686,6983,85940,55,46754,10275,948,1077,0,49,2975,722
2013年03月31日,60957,10208,472,63838,6995,86195,55,46849,10305,949,1078,0,49,2988,725
2013年04月01日,61089,10216,474,63975,7012,86369,55,46928,10326,950,1080,0,49,2998,730
2013年04月02日,61236,10225,476,64101,7019,86542,55,47006,10337,950,1084,0,49,3004,734
2013年04月03日,61366,10231,476,64217,7028,86742,56,47071,10354,950,1086,0,50,3016,735
2013年04月04日,61480,10243,477,64389,7042,86967,56,47144,10376,951,1089,0,51,3022,738
2013年04月05日,61671,10260,478,64558,7056,87214,56,47240,10410,952,1095,0,51,3027,740
2013年04月06日,61825,10278,478,64752,7072,87446,56,47348,10431,952,1096,0,51,3041,740
2013年04月07日,61951,10294,480,64881,7086,87607,56,47425,10445,952,1100,0,51,3062,741
2013年04月08日,62053,10300,480,65017,7101,87799,56,47498,10456,952,1104,0,51,3071,741
2013年04月09日,62152,10310,481,65099,7130,87993,56,47565,10468,952,1110,0,51,3081,742
2013年04月10日,62258,10316,481,65215,7134,88171,56,47632,10479,952,1111,0,51,3091,744
2013年04月11日,62373,10331,481,65302,7141,88344,56,47707,10488,952,1111,0,51,3100,746
2013年04月12日,62489,10346,482,65432,7151,88585,56,47793,10501,953,1115,0,51,3115,748
2013年04月13日,62653,10360,483,65585,7159,88819,56,47858,10527,954,1117,0,51,3124,752
2013年04月14日,62809,10376,484,65734,7171,89029,56,47928,10547,954,1120,0,51,3139,752
2013年04月15日,62938,10380,484,65850,7186,89195,56,47978,10558,954,1122,0,51,3151,753
2013年04月16日,63052,10388,485,65948,7197,89367,56,48027,10564,954,1122,0,51,3158,756
2013年04月17日,63158,10397,486,66061,7204,89515,57,48085,10580,955,1123,0,52,3166,760
2013年04月18日,63278,10402,486,66157,7217,89697,57,48130,10596,955,1124,0,52,3180,765
2013年04月19日,63403,10415,486,66296,7233,89941,57,48219,10611,955,1125,0,52,3191,767
2013年04月20日,63537,10433,486,66451,7244,90160,57,48278,10633,955,1126,0,52,3204,770
2013年04月21日,63671,10449,486,66607,7248,90366,57,48333,10649,955,1127,0,52,3216,771
2013年04月22日,63780,10457,488,66718,7254,90563,57,48400,10664,956,1128,0,52,3227,773
2013年04月23日,63888,10461,488,66816,7269,90743,57,48471,10672,957,1131,0,52,3241,779
2013年04月24日,63996,10469,489,66917,7274,90926,57,48534,10687,959,1134,0,52,3254,780
2013年04月25日,64085,10478,489,67015,7278,91125,57,48589,10691,960,1137,0,52,3261,780
2013年04月26日,64171,10490,491,67114,7281,91330,57,48664,10698,960,1138,0,53,3269,783
2013年04月27日,64264,10500,494,67216,7284,91510,57,48725,10717,960,1144,0,53,3280,790
2013年04月28日,64389,10521,494,67337,7292,91717,57,48775,10729,961,1144,0,54,3290,791
2013年04月29日,64580,10533,494,67486,7299,91940,57,48855,10743,961,1146,0,54,3297,792
2013年04月30日,64725,10541,497,67658,7309,92189,57,48943,10759,961,1148,0,54,3304,793
2013年05月01日,64877,10549,497,67809,7321,92454,57,49037,10774,961,1149,0,54,3320,798
2013年05月02日,64986,10557,497,67963,7329,92649,57,49099,10780,961,1150,0,54,3336,801
2013年05月03日,65112,10570,498,68102,7336,92879,57,49207,10810,963,1151,0,55,3346,801
2013年05月04日,65266,10580,498,68243,7360,93092,57,49308,10823,964,1153,0,55,3367,801
2013年05月05日,65418,10598,499,68400,7376,93303,57,49383,10834,966,1153,0,55,3379,802
2013年05月06日,65529,10608,499,68521,7398,93511,57,49455,10850,967,1154,0,55,3385,803
2013年05月07日,65630,10617,499,68632,7409,93693,57,49513,10859,968,1157,0,55,3398,805
2013年05月08日,65751,10627,501,68750,7417,93912,58,49613,10870,970,1160,0,58,3408,806
2013年05月09日,65878,10633,501,68871,7423,94131,58,49684,10874,973,1166,0,59,3417,809
2013年05月10日,66005,10644,504,69012,7428,94357,58,49738,10883,974,1167,0,59,3429,812
2013年05月11日,66138,10659,505,69154,7434,94625,58,49824,10904,976,1172,0,60,3441,813
2013年05月12日,66303,10680,508,69323,7445,94884,58,49934,10927,976,1176,0,60,3451,814
2013年05月13日,66409,10689,508,69432,7453,95078,58,50006,10941,977,1179,0,61,3460,814
2013年05月14日,66514,10698,510,69555,7466,95258,58,50068,10952,980,1182,0,62,3467,814
2013年05月15日,66639,10704,510,69662,7481,95429,58,50153,10971,981,1182,0,62,3475,815
2013年05月16日,66744,10713,510,69772,7488,95657,58,50231,10985,982,1182,0,62,3484,821
2013年05月17日,66910,10722,510,69910,7501,95874,58,50318,10996,983,1184,0,62,3492,825
2013年05月18日,67085,10743,511,70070,7514,96129,58,50390,11010,983,1185,0,62,3501,827
2013年05月19日,67215,10764,512,70211,7527,96386,58,50472,11028,984,1186,0,62,3517,827
2013年05月20日,67355,10771,512,70336,7540,96594,58,50534,11051,985,1188,0,62,3526,829
2013年05月21日,67461,10783,512,70453,7557,96809,58,50606,11060,988,1190,0,62,3541,833
2013年05月22日,67561,10789,512,70560,7566,97038,58,50665,11067,993,1190,0,64,3548,835
2013年05月23日,67683,10796,514,70688,7570,97264,58,50743,11076,997,1197,0,64,3554,835
2013年05月24日,67816,10807,516,70836,7594,97521,58,50812,11088,1004,1200,0,66,3563,836
2013年05月25日,68009,10823,517,70979,7607,97778,58,50897,11103,1008,1204,0,67,3578,839
2013年05月26日,68114,10844,517,71158,7633,98014,58,50952,11116,1013,1206,0,68,3589,843
2013年05月27日,68209,10855,517,71277,7648,98201,58,51008,11129,1014,1207,0,68,3596,843
2013年05月28日,68309,10869,518,71396,7671,98424,58,51076,11142,1016,1209,0,69,3604,844
2013年05月29日,68435,10880,518,71508,7686,98599,58,51154,11152,1019,1211,0,69,3622,845
2013年05月30日,68544,10894,519,71632,7707,98799,58,51253,11166,1024,1213,0,69,3637,846
2013年05月31日,68681,10909,522,71773,7724,99029,58,51323,11179,1026,1215,0,69,3646,846
2013年06月01日,68860,10922,522,71954,7750,99314,58,51427,11197,1030,1215,0,69,3652,847
2013年06月02日,69034,10942,523,72145,7778,99599,58,51508,11215,1035,1218,0,69,3664,850
2013年06月03日,69190,10954,523,72279,7793,99778,58,51613,11224,1041,1220,0,69,3673,852
2013年06月04日,69323,10966,524,72418,7805,99967,58,51711,11237,1045,1220,0,69,3688,853
2013年06月05日,69445,10971,526,72579,7817,100178,58,51804,11244,1052,1221,0,70,3695,857
2013年06月06日,69572,10988,527,72739,7829,100417,58,51918,11258,1056,1223,0,70,3705,859
2013年06月07日,69711,11002,530,72887,7846,100669,58,52002,11274,1062,1223,0,71,3711,860
2013年06月08日,69833,11019,535,73049,7865,100932,58,52104,11288,1069,1224,0,71,3733,861
2013年06月09日,69984,11036,535,73215,7874,101149,59,52175,11301,1074,1225,0,71,3745,865
2013年06月10日,70108,11044,537,73393,7890,101410,59,52269,11318,1074,1226,0,73,3760,867
2013年06月11日,70259,11051,537,73548,7898,101713,59,52363,11344,1074,1226,0,73,3771,881
2013年06月12日,70395,11055,538,73706,7908,101995,59,52462,11358,1075,1228,0,73,3789,888
2013年06月13日,70506,11062,539,73847,7917,102237,59,52567,11366,1075,1230,0,74,3801,890
2013年06月14日,70644,11078,542,73979,7933,102533,59,52641,11378,1075,1233,0,75,3820,892
2013年06月15日,70777,11093,542,74125,7944,102787,59,52732,11395,1075,1235,0,75,3839,895
2013年06月16日,70930,11117,542,74291,7960,103048,59,52848,11414,1076,1236,0,75,3851,900
2013年06月17日,71046,11125,542,74426,7972,103279,59,52925,11432,1079,1237,0,76,3857,901
2013年06月18日,71164,11135,542,74547,7983,103504,59,53012,11439,1079,1238,0,76,3870,902
2013年06月19日,71287,11145,542,74708,8000,103747,59,53112,11452,1085,1238,0,78,3886,902
2013年06月20日,71417,11153,545,74874,8010,103985,59,53203,11461,1085,1239,0,78,3905,902
2013年06月21日,71563,11164,547,75044,8033,104244,59,53294,11480,1085,1241,0,79,3918,902
2013年06月22日,71715,11179,550,75263,8048,104542,59,53395,11493,1085,1243,0,80,3936,906
2013年06月23日,71863,11202,550,75452,8072,104797,59,53531,11510,1087,1247,0,82,3959,906
2013年06月24日,72000,11210,551,75598,8088,105111,59,53626,11525,1090,1249,0,82,3981,908
2013年06月25日,72151,11225,553,75755,8105,105398,59,53714,11542,1090,1252,0,83,3996,908
2013年06月26日,72304,11234,554,75923,8125,105651,59,53842,11551,1090,1254,0,84,4009,910
2013年06月27日,72470,11244,556,76097,8151,105890,60,53945,11569,1092,1255,0,85,4021,913
2013年06月28日,72635,11262,558,76253,8172,106165,60,54040,11583,1093,1257,0,85,4033,917
2013年06月29日,72832,11279,559,76461,8191,106499,60,54145,11599,1094,1259,0,88,4046,917
2013年06月30日,73048,11307,561,76744,8209,106817,60,54250,11612,1096,1260,0,88,4062,918
2013年07月01日,73229,11328,563,76977,8235,107101,60,54342,11620,1096,1264,0,88,4081,918
2013年07月02日,73384,11338,564,77181,8250,107386,60,54425,11637,1096,1266,0,88,4092,920
2013年07月03日,73547,11350,566,77431,8281,107647,60,54527,11657,1098,1267,0,88,4107,921
2013年07月04日,73707,11356,567,77643,8300,107914,60,54633,11672,1098,1269,0,89,4125,923
2013年07月05日,73899,11366,568,77849,8320,108203,60,54765,11688,1098,1269,0,89,4143,925
2013年07月06日,74065,11385,569,78039,8347,108482,60,54875,11711,1099,1273,0,89,4156,925
2013年07月07日,74263,11406,569,78249,8370,108758,60,54966,11730,1100,1275,0,89,4177,929
2013年07月08日,74434,11419,569,78435,8380,109013,62,55092,11752,1102,1278,0,90,4193,930
2013年07月09日,74619,11428,570,78608,8402,109317,62,55181,11771,1102,1281,0,91,4216,931
2013年07月10日,74785,11439,573,78776,8411,109607,63,55288,11786,1102,1287,0,91,4231,933
2013年07月11日,74939,11461,573,78953,8426,109892,63,55386,11806,1102,1292,0,92,4243,934
2013年07月12日,75136,11475,573,79151,8453,110229,63,55496,11834,1102,1295,0,95,4265,937
2013年07月13日,75307,11485,573,79346,8473,110551,63,55619,11856,1103,1300,0,100,4282,939
2013年07月14日,75485,11501,573,79527,8492,110875,63,55731,11887,1104,1303,0,101,4293,939
2013年07月15日,75638,11515,573,79700,8514,111203,63,55875,11914,1105,1307,0,101,4309,939
2013年07月16日,75808,11526,574,79877,8530,111527,64,56006,11940,1105,1308,0,101,4327,939
2013年07月17日,75999,11530,576,80069,8549,111853,64,56122,11959,1105,1311,0,102,4362,939
2013年07月18日,76144,11542,578,80255,8591,112161,64,56217,11975,1105,1314,0,104,4384,939
2013年07月19日,76313,11558,579,80451,8624,112486,64,56331,12011,1105,1318,0,105,4398,939
2013年07月20日,76516,11575,579,80620,8654,112782,64,56428,12049,1105,1322,0,105,4429,939
2013年07月21日,76704,11592,580,80833,8683,113076,64,56530,12069,1105,1326,0,105,4446,939
2013年07月22日,76869,11601,584,81021,8701,113389,64,56679,12093,1105,1329,0,105,4470,939
2013年07月23日,77048,11613,586,81191,8728,113681,64,56771,12108,1105,1331,0,108,4484,939
2013年07月24日,77220,11619,588,81394,8757,114019,64,56889,12133,1105,1333,0,108,4507,939
2013年07月25日,77387,11628,592,81585,8775,114326,64,56968,12151,1105,1334,0,108,4528,939
2013年07月26日,77588,11643,593,81785,8802,114686,64,57089,12173,1107,1336,0,108,4550,939
2013年07月27日,77803,11654,594,81980,8828,114994,64,57193,12196,1107,1338,0,108,4563,940
2013年07月28日,78024,11672,596,82209,8854,115307,64,57287,12216,1108,1342,0,108,4578,940
2013年07月29日,78235,11689,597,82430,8877,115651,64,57424,12244,1109,1344,0,108,4615,940
2013年07月30日,78433,11698,599,82658,8895,115970,65,57537,12260,1109,1349,0,109,4641,940
2013年07月31日,78639,11705,599,82894,8916,116344,65,57665,12282,1109,1351,0,110,4662,940
2013年08月01日,78863,11715,600,83126,8936,116718,65,57811,12301,1110,1355,0,110,4687,940
2013年08月02日,79073,11726,601,83348,8957,117113,65,57947,12325,1111,1357,0,110,4706,940
2013年08月03日,79279,11747,602,83580,8982,117458,65,58084,12347,1112,1361,0,111,4728,940
2013年08月04日,79470,11767,602,83823,9008,117781,65,58219,12379,1112,1364,0,111,4750,940
2013年08月05日,79664,11778,602,84052,9024,118114,66,58369,12393,1112,1367,0,111,4765,940
2013年08月06日,79865,11785,603,84266,9045,118456,67,58488,12418,1113,1369,0,112,4788,940
2013年08月07日,80075,11798,604,84460,9069,118809,67,58650,12440,1114,1371,0,113,4812,940
2013年08月08日,80296,11806,608,84668,9103,119182,67,58807,12459,1114,1372,0,115,4833,940
2013年08月09日,80454,11826,611,84881,9129,119550,68,58940,12476,1114,1375,0,115,4857,940
2013年08月10日,80698,11837,612,85108,9151,119938,68,59093,12504,1114,1378,0,116,4879,940
2013年08月11日,80919,11862,613,85308,9176,120310,68,59239,12525,1116,1381,0,116,4917,941
2013年08月12日,81126,11878,617,85511,9209,120662,68,59391,12542,1117,1383,0,117,4934,941
2013年08月13日,81389,11891,617,85746,9238,121012,68,59551,12563,1118,1385,0,117,4963,941
2013年08月14日,81592,11898,617,85957,9258,121340,68,59671,12590,1118,1387,0,117,4992,941
2013年08月15日,81818,11910,617,86156,9286,121710,68,59791,12608,1125,1390,0,117,5020,941
2013年08月16日,82113,11928,619,86374,9313,122106,68,59919,12630,1128,1391,0,118,5043,944
2013年08月17日,82383,11941,619,86605,9339,122437,68,60036,12656,1129,1397,0,118,5069,944
2013年08月18日,82667,11959,620,86841,9356,122800,68,60163,12679,1133,1399,0,118,5097,944
2013年08月19日,82916,11971,621,87032,9377,123139,68,60305,12707,1135,1403,0,118,5127,944
2013年08月20日,83109,11981,621,87245,9393,123480,68,60442,12730,1137,1404,0,118,5161,944
2013年08月21日,83317,11989,625,87453,9410,123827,68,60545,12763,1142,1405,0,118,5195,944
2013年08月22日,83523,11996,626,87677,9429,124205,68,60659,12790,1148,1406,0,118,5216,944
2013年08月23日,83728,12024,628,87879,9458,124595,68,60810,12813,1150,1408,0,119,5241,944
2013年08月24日,83943,12036,628,88088,9476,124972,69,60929,12848,1151,1409,0,119,5264,944
2013年08月25日,84137,12054,628,88281,9507,125382,69,61039,12871,1154,1412,0,120,5302,944
2013年08月26日,84349,12063,631,88419,9531,125745,69,61176,12891,1157,1414,0,120,5325,944
2013年08月27日,84520,12070,632,88555,9553,126066,69,61268,12902,1157,1414,0,121,5345,944
2013年08月28日,84682,12077,636,88715,9571,126457,70,61365,12918,1158,1415,0,121,5368,944
2013年08月29日,84838,12085,636,88864,9592,126785,71,61446,12938,1159,1417,0,121,5383,944
2013年08月30日,84981,12101,636,89034,9615,127197,71,61537,12952,1160,1417,0,121,5411,945
2013年08月31日,85150,12120,638,89220,9646,127539,71,61627,12969,1161,1420,0,121,5433,945
2013年09月01日,85325,12133,639,89381,9665,127881,71,61711,12977,1163,1420,0,121,5449,945
2013年09月02日,85407,12145,644,89481,9676,128141,71,61776,12985,1165,1420,0,121,5470,945
2013年09月03日,85525,12152,644,89608,9689,128407,71,61849,12993,1166,1421,0,121,5489,945
2013年09月04日,85657,12157,646,89723,9704,128704,71,61938,13007,1167,1422,0,122,5504,945
2013年09月05日,85769,12165,646,89839,9720,128970,72,62011,13013,1171,1424,0,127,5518,945
2013年09月06日,85929,12179,646,89962,9749,129247,72,62091,13024,1171,1425,0,129,5534,945
2013年09月07日,86090,12191,646,90154,9778,129578,72,62184,13031,1171,1427,0,130,5558,945
2013年09月08日,86276,12206,649,90331,9802,129881,72,62266,13046,1172,1428,0,130,5580,945
2013年09月09日,86404,12217,649,90432,9821,130159,72,62345,13055,1173,1428,0,132,5595,945
2013年09月10日,86505,12221,649,90557,9832,130407,72,62419,13061,1175,1429,0,133,5604,945
2013年09月11日,86603,12229,650,90664,9845,130665,72,62484,13065,1175,1431,0,133,5620,945
2013年09月12日,86716,12235,651,90756,9854,130916,72,62551,13077,1177,1431,0,135,5638,945
2013年09月13日,86829,12255,652,90876,9871,131169,72,62599,13083,1179,1431,0,135,5661,945
2013年09月14日,86989,12268,652,91037,9883,131456,72,62685,13095,1183,1433,0,136,5673,945
2013年09月15日,87159,12283,653,91178,9904,131794,72,62776,13112,1183,1434,0,136,5687,945
2013年09月16日,87278,12291,653,91263,9919,132023,72,62847,13124,1183,1435,0,136,5713,945
2013年09月17日,87377,12302,654,91385,9932,132242,72,62905,13127,1184,1436,0,136,5732,945
2013年09月18日,87472,12308,655,91487,9939,132476,72,62966,13137,1184,1437,0,136,5751,945
2013年09月19日,87604,12324,655,91655,9953,132839,72,63042,13151,1187,1438,0,136,5771,945
2013年09月20日,87754,12340,657,91787,9967,133148,72,63139,13172,1187,1438,0,138,5794,945
2013年09月21日,87883,12353,658,91937,9986,133459,73,63205,13190,1188,1438,0,138,5812,945
2013年09月22日,87976,12370,658,92033,9999,133737,73,63290,13200,1189,1439,0,138,5832,945
2013年09月23日,88052,12385,658,92124,10017,133967,73,63359,13204,1190,1440,0,138,5846,945
2013年09月24日,88130,12392,659,92234,10037,134238,73,63422,13209,1190,1440,0,138,5864,945
2013年09月25日,88203,12404,660,92332,10051,134485,73,63479,13221,1191,1441,0,138,5882,945
2013年09月26日,88296,12412,660,92415,10069,134767,73,63538,13225,1193,1441,0,138,5905,945
2013年09月27日,88387,12426,663,92540,10082,135058,73,63611,13234,1193,1442,0,138,5923,945
2013年09月28日,88540,12441,663,92652,10100,135355,73,63688,13247,1194,1442,0,139,5937,945
2013年09月29日,88685,12456,664,92752,10113,135662,73,63778,13253,1196,1443,0,139,5956,945
2013年09月30日,88825,12466,665,92874,10128,135977,73,63854,13267,1197,1444,0,139,5981,945
2013年10月01日,89004,12473,665,93030,10150,136347,74,63915,13284,1198,1447,0,139,5993,945
2013年10月02日,89154,12487,666,93163,10164,136673,74,63993,13300,1199,1449,0,139,6015,945
2013年10月03日,89312,12491,668,93293,10177,137021,74,64064,13315,1200,1450,0,139,6029,945
2013年10月04日,89505,12504,668,93451,10193,137356,74,64152,13326,1200,1452,0,139,6041,945
2013年10月05日,89631,12513,668,93564,10210,137688,74,64227,13339,1202,1454,0,139,6057,945
2013年10月06日,89794,12538,668,93720,10232,138051,74,64321,13356,1206,1456,0,139,6083,945
2013年10月07日,89948,12551,669,93882,10254,138410,74,64420,13370,1208,1458,0,139,6107,946
2013年10月08日,90062,12565,670,93963,10270,138657,74,64485,13373,1210,1459,0,139,6120,946
2013年10月09日,90181,12575,670,94074,10281,138890,74,64545,13382,1210,1463,0,139,6129,946
2013年10月10日,90275,12586,670,94183,10296,139143,74,64607,13388,1211,1464,0,140,6156,946
2013年10月11日,90365,12605,672,94276,10314,139437,74,64676,13397,1212,1465,0,140,6178,946
